SchoolYear,OrganizationLevel,County,ESDName,ESDOrganizationID,DistrictCode,DistrictName,DistrictOrganizationId,SchoolCode,SchoolName,SchoolOrganizationid,CurrentSchoolType,Gradelevel,All Students,Female,Male,Gender X,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Foster Care,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Foster Care,Non-Homeless,Non-Low Income,Non Migrant,Non Military Parent,Non Mobile,Non Section 504,Students without Disabilities,DataAsOf
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1547.0,Middle College High School,100973.0,P,12th Grade,28,14.0,14.0,,,2.0,4.0,6.0,,1.0,15.0,2.0,,1.0,8.0,,,9.0,5.0,12.0,26.0,28.0,27.0,20.0,28.0,28,19.0,23.0,16.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1547.0,Middle College High School,100973.0,P,12th Grade,52,32.0,20.0,,2.0,4.0,11.0,5.0,,6.0,24.0,1.0,2.0,10.0,23.0,2.0,,14.0,8.0,17.0,51.0,50.0,42.0,29.0,50.0,52,38.0,44.0,35.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1547.0,Middle College High School,100973.0,P,12th Grade,96,58.0,38.0,,4.0,8.0,15.0,20.0,,6.0,43.0,6.0,1.0,32.0,50.0,3.0,,30.0,24.0,17.0,90.0,95.0,64.0,46.0,93.0,96,66.0,72.0,79.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1547.0,Middle College High School,100973.0,P,12th Grade,76,37.0,39.0,,2.0,9.0,17.0,10.0,,6.0,32.0,3.0,,17.0,36.0,4.0,,33.0,14.0,9.0,73.0,76.0,59.0,40.0,72.0,76,43.0,62.0,67.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1547.0,Middle College High School,100973.0,P,12th Grade,133,65.0,68.0,,7.0,14.0,43.0,21.0,2.0,3.0,43.0,5.0,1.0,21.0,79.0,5.0,,37.0,4.0,20.0,128.0,132.0,112.0,54.0,128.0,133,96.0,129.0,113.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1547.0,Middle College High School,100973.0,P,9th Grade,38,25.0,13.0,,1.0,8.0,8.0,1.0,1.0,3.0,16.0,1.0,,1.0,14.0,,,,5.0,4.0,37.0,38.0,37.0,24.0,38.0,38,38.0,33.0,34.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1547.0,Middle College High School,100973.0,P,9th Grade,1,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,1.0,,1.0,1.0,,,1.0,1,1.0,,1.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1547.0,Middle College High School,100973.0,P,9th Grade,1,,1.0,,,,1.0,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1,,1.0,1.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1547.0,Middle College High School,100973.0,P,AllGrades,72,45.0,27.0,,2.0,9.0,11.0,6.0,1.0,9.0,34.0,3.0,,2.0,24.0,,1.0,1.0,15.0,17.0,69.0,72.0,70.0,48.0,72.0,71,71.0,57.0,55.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1547.0,Middle College High School,100973.0,P,AllGrades,49,28.0,21.0,,,3.0,7.0,10.0,,3.0,26.0,3.0,,2.0,17.0,1.0,,14.0,9.0,15.0,46.0,49.0,47.0,32.0,48.0,49,35.0,40.0,34.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1547.0,Middle College High School,100973.0,P,AllGrades,64,40.0,24.0,,2.0,5.0,12.0,6.0,,7.0,32.0,1.0,2.0,12.0,26.0,2.0,,17.0,10.0,22.0,63.0,62.0,52.0,38.0,62.0,64,47.0,54.0,42.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1547.0,Middle College High School,100973.0,P,AllGrades,129,82.0,47.0,,4.0,11.0,18.0,23.0,,10.0,63.0,6.0,1.0,35.0,61.0,3.0,,37.0,34.0,26.0,123.0,128.0,94.0,68.0,126.0,129,92.0,95.0,103.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1547.0,Middle College High School,100973.0,P,AllGrades,117,62.0,55.0,,2.0,14.0,23.0,17.0,,8.0,53.0,4.0,1.0,23.0,49.0,4.0,,47.0,32.0,13.0,113.0,116.0,94.0,68.0,113.0,117,70.0,85.0,104.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,1547.0,Middle College High School,100973.0,P,AllGrades,197,99.0,98.0,,10.0,22.0,53.0,28.0,3.0,8.0,73.0,6.0,2.0,31.0,103.0,5.0,,60.0,25.0,30.0,191.0,195.0,166.0,94.0,192.0,197,137.0,172.0,167.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2322.0,Montlake Elementary School,101083.0,P,1st Grade,45,29.0,16.0,,,5.0,,1.0,,9.0,30.0,1.0,,,2.0,,,,,1.0,44.0,45.0,45.0,43.0,45.0,45,45.0,45.0,44.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2322.0,Montlake Elementary School,101083.0,P,1st Grade,52,29.0,23.0,,,4.0,,1.0,,10.0,37.0,1.0,,,3.0,,,3.0,,7.0,51.0,52.0,52.0,49.0,52.0,52,49.0,52.0,45.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2322.0,Montlake Elementary School,101083.0,P,1st Grade,45,16.0,29.0,,,3.0,2.0,3.0,,4.0,33.0,3.0,,,1.0,,,,,2.0,42.0,45.0,45.0,44.0,45.0,45,45.0,45.0,43.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2322.0,Montlake Elementary School,101083.0,P,1st Grade,51,21.0,30.0,,,6.0,,1.0,,9.0,35.0,4.0,,,3.0,,,2.0,,3.0,47.0,51.0,51.0,48.0,51.0,51,49.0,51.0,48.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2322.0,Montlake Elementary School,101083.0,P,1st Grade,47,20.0,27.0,,,3.0,4.0,1.0,,7.0,32.0,1.0,,,3.0,,,,2.0,4.0,46.0,47.0,47.0,44.0,47.0,47,47.0,45.0,43.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2322.0,Montlake Elementary School,101083.0,P,1st Grade,48,25.0,23.0,,,4.0,3.0,3.0,,11.0,27.0,,,,6.0,,,,,5.0,48.0,48.0,48.0,42.0,48.0,48,48.0,48.0,43.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2322.0,Montlake Elementary School,101083.0,P,2nd Grade,47,23.0,24.0,,,6.0,,1.0,,6.0,34.0,1.0,,,1.0,,,,,7.0,46.0,47.0,47.0,46.0,47.0,47,47.0,47.0,40.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2322.0,Montlake Elementary School,101083.0,P,2nd Grade,41,14.0,27.0,,,2.0,2.0,3.0,,4.0,30.0,2.0,,,1.0,,,1.0,2.0,3.0,39.0,41.0,41.0,40.0,41.0,41,40.0,39.0,38.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2322.0,Montlake Elementary School,101083.0,P,2nd Grade,44,20.0,24.0,,,5.0,,1.0,,8.0,30.0,3.0,,1.0,6.0,,,1.0,,6.0,41.0,44.0,43.0,38.0,44.0,44,43.0,44.0,38.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2322.0,Montlake Elementary School,101083.0,P,2nd Grade,48,22.0,26.0,,,3.0,4.0,1.0,,7.0,33.0,1.0,,,4.0,,,2.0,1.0,6.0,47.0,48.0,48.0,44.0,48.0,48,46.0,47.0,42.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2322.0,Montlake Elementary School,101083.0,P,2nd Grade,48,29.0,19.0,,,3.0,3.0,2.0,,13.0,27.0,1.0,,,7.0,,,2.0,1.0,9.0,47.0,48.0,48.0,41.0,48.0,48,46.0,47.0,39.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2322.0,Montlake Elementary School,101083.0,P,2nd Grade,50,25.0,25.0,,,,1.0,2.0,,5.0,42.0,,,,,,,,2.0,3.0,50.0,50.0,50.0,50.0,50.0,50,50.0,48.0,47.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2322.0,Montlake Elementary School,101083.0,P,3rd Grade,39,11.0,28.0,,,2.0,2.0,2.0,,4.0,29.0,1.0,,,1.0,,,,2.0,5.0,38.0,39.0,39.0,38.0,39.0,39,39.0,37.0,34.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2322.0,Montlake Elementary School,101083.0,P,3rd Grade,39,15.0,24.0,,,4.0,,,,6.0,29.0,1.0,,,6.0,,,,,8.0,38.0,39.0,39.0,33.0,39.0,39,39.0,39.0,31.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2322.0,Montlake Elementary School,101083.0,P,3rd Grade,46,21.0,25.0,,,3.0,4.0,2.0,,6.0,31.0,1.0,,,3.0,,,1.0,1.0,6.0,45.0,46.0,46.0,43.0,46.0,46,45.0,45.0,40.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2322.0,Montlake Elementary School,101083.0,P,3rd Grade,43,26.0,17.0,,,2.0,4.0,2.0,,12.0,23.0,,,,5.0,,,1.0,1.0,7.0,43.0,43.0,43.0,38.0,43.0,43,42.0,42.0,36.0,02/11/2020 12:00:00 AM
