SchoolYear,OrganizationLevel,County,ESDName,ESDOrganizationID,DistrictCode,DistrictName,DistrictOrganizationId,SchoolCode,SchoolName,SchoolOrganizationid,CurrentSchoolType,Gradelevel,All Students,Female,Male,Gender X,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Foster Care,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Foster Care,Non-Homeless,Non-Low Income,Non Migrant,Non Military Parent,Non Mobile,Non Section 504,Students without Disabilities,DataAsOf
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3717.0,B F Day Elementary School,101139.0,P,5th Grade,58,31.0,27.0,,,1.0,4.0,4.0,,6.0,43.0,1.0,,,8.0,,,,1.0,12.0,57.0,58.0,58.0,50.0,58.0,58,58.0,57.0,46.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3717.0,B F Day Elementary School,101139.0,P,5th Grade,39,15.0,24.0,,,4.0,4.0,1.0,1.0,8.0,21.0,,1.0,,13.0,,,,4.0,10.0,39.0,38.0,39.0,26.0,39.0,39,39.0,35.0,29.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3717.0,B F Day Elementary School,101139.0,P,5th Grade,37,17.0,20.0,,,4.0,8.0,1.0,,6.0,18.0,4.0,,5.0,15.0,,,1.0,1.0,10.0,33.0,37.0,32.0,22.0,37.0,37,36.0,36.0,27.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3717.0,B F Day Elementary School,101139.0,P,5th Grade,50,28.0,22.0,,,7.0,7.0,6.0,,2.0,28.0,3.0,,3.0,16.0,,,1.0,,6.0,47.0,50.0,47.0,34.0,50.0,50,49.0,50.0,44.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3717.0,B F Day Elementary School,101139.0,P,5th Grade,44,21.0,23.0,,,2.0,5.0,7.0,,6.0,24.0,8.0,,4.0,19.0,1.0,,1.0,1.0,7.0,36.0,44.0,40.0,25.0,43.0,44,43.0,43.0,37.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3717.0,B F Day Elementary School,101139.0,P,5th Grade,52,26.0,26.0,,,10.0,3.0,6.0,1.0,4.0,28.0,7.0,,2.0,17.0,,,1.0,4.0,9.0,45.0,52.0,50.0,35.0,52.0,52,51.0,48.0,43.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3717.0,B F Day Elementary School,101139.0,P,AllGrades,409,183.0,225.0,1.0,,19.0,29.0,31.0,,68.0,262.0,28.0,1.0,5.0,66.0,,1.0,7.0,9.0,63.0,381.0,408.0,404.0,343.0,409.0,408,402.0,400.0,346.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3717.0,B F Day Elementary School,101139.0,P,AllGrades,345,159.0,186.0,,2.0,18.0,26.0,25.0,1.0,61.0,212.0,18.0,1.0,6.0,70.0,,3.0,7.0,10.0,72.0,327.0,344.0,339.0,275.0,345.0,342,338.0,335.0,273.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3717.0,B F Day Elementary School,101139.0,P,AllGrades,303,138.0,165.0,,,14.0,34.0,17.0,1.0,48.0,189.0,20.0,2.0,18.0,72.0,,2.0,8.0,3.0,54.0,283.0,301.0,285.0,231.0,303.0,301,295.0,300.0,249.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3717.0,B F Day Elementary School,101139.0,P,AllGrades,290,138.0,152.0,,,19.0,36.0,25.0,1.0,35.0,174.0,29.0,,16.0,85.0,,2.0,6.0,3.0,41.0,261.0,290.0,274.0,205.0,290.0,288,284.0,287.0,249.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3717.0,B F Day Elementary School,101139.0,P,AllGrades,283,132.0,151.0,,,22.0,36.0,27.0,1.0,35.0,162.0,37.0,,18.0,100.0,1.0,,5.0,3.0,39.0,246.0,283.0,265.0,183.0,282.0,283,278.0,280.0,244.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3717.0,B F Day Elementary School,101139.0,P,AllGrades,324,145.0,179.0,,,39.0,27.0,31.0,2.0,38.0,187.0,43.0,1.0,12.0,108.0,1.0,,14.0,7.0,54.0,281.0,323.0,312.0,216.0,323.0,324,310.0,317.0,270.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3717.0,B F Day Elementary School,101139.0,P,Half-day Kindergarten,42,18.0,24.0,,,1.0,5.0,4.0,,4.0,28.0,5.0,,2.0,11.0,,,,,3.0,37.0,42.0,40.0,31.0,42.0,42,42.0,42.0,39.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3717.0,B F Day Elementary School,101139.0,P,Half-day Kindergarten,74,32.0,42.0,,,4.0,4.0,4.0,,10.0,52.0,6.0,1.0,,12.0,,,2.0,,5.0,68.0,73.0,74.0,62.0,74.0,74,72.0,74.0,69.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3717.0,B F Day Elementary School,101139.0,P,Kindergarten,98,44.0,54.0,,,7.0,3.0,7.0,,15.0,66.0,12.0,,,11.0,,,,,5.0,86.0,98.0,98.0,87.0,98.0,98,98.0,98.0,93.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3717.0,B F Day Elementary School,101139.0,P,Kindergarten,71,35.0,36.0,,,2.0,2.0,10.0,,8.0,49.0,5.0,,,9.0,,,1.0,1.0,7.0,66.0,71.0,71.0,62.0,71.0,71,70.0,70.0,64.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3717.0,B F Day Elementary School,101139.0,P,Kindergarten,55,23.0,32.0,,,3.0,6.0,,,10.0,36.0,4.0,,2.0,12.0,,1.0,1.0,,5.0,51.0,55.0,53.0,43.0,55.0,54,54.0,55.0,50.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3717.0,B F Day Elementary School,101139.0,P,Kindergarten,61,30.0,31.0,,,1.0,6.0,4.0,,12.0,38.0,5.0,,1.0,9.0,,,2.0,,2.0,56.0,61.0,60.0,52.0,61.0,61,59.0,61.0,59.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3717.0,B F Day Elementary School,101139.0,P,Kindergarten,4,2.0,2.0,,,,,,,,4.0,,,,2.0,,,2.0,,1.0,4.0,4.0,4.0,2.0,4.0,4,2.0,4.0,3.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3717.0,B F Day Elementary School,101139.0,P,Pre-Kindergarten,35,11.0,24.0,,,4.0,6.0,2.0,,3.0,20.0,,,1.0,9.0,,,3.0,,10.0,35.0,35.0,34.0,26.0,35.0,35,32.0,35.0,25.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3717.0,B F Day Elementary School,101139.0,P,Pre-Kindergarten,33,14.0,19.0,,1.0,6.0,1.0,2.0,,9.0,14.0,,,,9.0,,1.0,,,10.0,33.0,33.0,33.0,24.0,33.0,32,33.0,33.0,23.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,3717.0,B F Day Elementary School,101139.0,P,Pre-Kindergarten,20,11.0,9.0,,,1.0,,3.0,,2.0,14.0,,,,4.0,,,,,1.0,20.0,20.0,20.0,16.0,20.0,20,20.0,20.0,19.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,1st Grade,47,22.0,25.0,,,4.0,27.0,5.0,,7.0,4.0,21.0,,6.0,40.0,,,2.0,,8.0,26.0,47.0,41.0,7.0,47.0,47,45.0,47.0,39.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,1st Grade,42,25.0,17.0,,,4.0,22.0,7.0,,5.0,4.0,18.0,2.0,12.0,32.0,,,2.0,,7.0,24.0,40.0,30.0,10.0,42.0,42,40.0,42.0,35.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,1st Grade,60,20.0,40.0,,,3.0,38.0,6.0,,8.0,5.0,25.0,,14.0,46.0,,1.0,1.0,,6.0,35.0,60.0,46.0,14.0,60.0,59,59.0,60.0,54.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,1st Grade,40,20.0,20.0,,,4.0,19.0,11.0,,5.0,1.0,24.0,,8.0,31.0,,,,1.0,7.0,16.0,40.0,32.0,9.0,40.0,40,40.0,39.0,33.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,1st Grade,55,24.0,31.0,,1.0,11.0,33.0,7.0,,2.0,1.0,32.0,,7.0,49.0,,,2.0,,10.0,23.0,55.0,48.0,6.0,55.0,55,53.0,55.0,45.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,1st Grade,57,20.0,37.0,,,12.0,27.0,9.0,,6.0,3.0,28.0,,4.0,48.0,,,2.0,1.0,5.0,29.0,57.0,53.0,9.0,57.0,57,55.0,56.0,52.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,2nd Grade,51,29.0,22.0,,,4.0,26.0,9.0,,7.0,5.0,17.0,2.0,16.0,38.0,,,3.0,,8.0,34.0,49.0,35.0,13.0,51.0,51,48.0,51.0,43.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,2nd Grade,57,23.0,34.0,,,4.0,34.0,8.0,1.0,5.0,5.0,24.0,1.0,12.0,47.0,,1.0,4.0,,8.0,33.0,56.0,45.0,10.0,57.0,56,53.0,57.0,49.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,2nd Grade,41,20.0,21.0,,,5.0,18.0,11.0,,6.0,1.0,20.0,,12.0,30.0,1.0,,,1.0,6.0,21.0,41.0,29.0,11.0,40.0,41,41.0,40.0,35.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,2nd Grade,56,25.0,31.0,,,8.0,36.0,7.0,,3.0,2.0,27.0,,12.0,50.0,,,4.0,,10.0,29.0,56.0,44.0,6.0,56.0,56,52.0,56.0,46.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,2nd Grade,48,14.0,34.0,,1.0,5.0,24.0,9.0,,6.0,3.0,19.0,,7.0,42.0,,,4.0,,9.0,29.0,48.0,41.0,6.0,48.0,48,44.0,48.0,39.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,2nd Grade,55,22.0,33.0,,,9.0,30.0,10.0,,3.0,3.0,26.0,3.0,14.0,46.0,,,2.0,,5.0,29.0,52.0,41.0,9.0,55.0,55,53.0,55.0,50.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,3rd Grade,62,25.0,37.0,,,4.0,34.0,10.0,1.0,8.0,5.0,18.0,1.0,18.0,50.0,,1.0,6.0,1.0,9.0,44.0,61.0,44.0,12.0,62.0,61,56.0,61.0,53.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,3rd Grade,42,21.0,21.0,,,3.0,22.0,10.0,,6.0,1.0,14.0,1.0,9.0,36.0,1.0,,3.0,,6.0,28.0,41.0,33.0,6.0,41.0,42,39.0,42.0,36.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,3rd Grade,52,21.0,31.0,,,6.0,34.0,7.0,,4.0,1.0,21.0,,15.0,48.0,,,,,12.0,31.0,52.0,37.0,4.0,52.0,52,52.0,52.0,40.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,3rd Grade,43,12.0,31.0,,,3.0,19.0,12.0,,6.0,3.0,16.0,,7.0,38.0,,,2.0,,14.0,27.0,43.0,36.0,5.0,43.0,43,41.0,43.0,29.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,3rd Grade,46,15.0,31.0,,,7.0,26.0,9.0,,3.0,1.0,19.0,2.0,9.0,40.0,,,3.0,,6.0,27.0,44.0,37.0,6.0,46.0,46,43.0,46.0,40.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,3rd Grade,62,30.0,32.0,,,13.0,35.0,11.0,,3.0,,29.0,,11.0,55.0,1.0,,,,20.0,33.0,62.0,51.0,7.0,61.0,62,62.0,62.0,42.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,4th Grade,43,22.0,21.0,,,4.0,24.0,11.0,,4.0,,17.0,1.0,9.0,39.0,,,5.0,,7.0,26.0,42.0,34.0,4.0,43.0,43,38.0,43.0,36.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,4th Grade,52,21.0,31.0,,,7.0,33.0,7.0,1.0,3.0,1.0,21.0,,6.0,50.0,,,,,15.0,31.0,52.0,46.0,2.0,52.0,52,52.0,52.0,37.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,4th Grade,44,13.0,31.0,,,5.0,21.0,11.0,,5.0,2.0,15.0,1.0,8.0,39.0,,,2.0,,14.0,29.0,43.0,36.0,5.0,44.0,44,42.0,44.0,30.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,4th Grade,48,18.0,30.0,,,7.0,27.0,9.0,,4.0,1.0,17.0,2.0,11.0,38.0,,,4.0,,8.0,31.0,46.0,37.0,10.0,48.0,48,44.0,48.0,40.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,4th Grade,54,28.0,26.0,,,9.0,32.0,9.0,,3.0,1.0,17.0,1.0,11.0,46.0,,,3.0,,17.0,37.0,53.0,43.0,8.0,54.0,54,51.0,54.0,37.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,4th Grade,45,28.0,17.0,,,3.0,35.0,7.0,,,,16.0,1.0,14.0,42.0,,,2.0,,7.0,29.0,44.0,31.0,3.0,45.0,45,43.0,45.0,38.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,5th Grade,58,27.0,31.0,,,8.0,35.0,9.0,1.0,4.0,1.0,22.0,,8.0,54.0,,,2.0,,14.0,36.0,58.0,50.0,4.0,58.0,58,56.0,58.0,44.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,5th Grade,42,12.0,30.0,,,4.0,21.0,11.0,1.0,3.0,2.0,15.0,1.0,6.0,37.0,,,1.0,,15.0,27.0,41.0,36.0,5.0,42.0,42,41.0,42.0,27.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,5th Grade,48,19.0,29.0,,,8.0,29.0,6.0,,4.0,1.0,14.0,2.0,12.0,37.0,,,1.0,,11.0,34.0,46.0,36.0,11.0,48.0,48,47.0,48.0,37.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,5th Grade,51,26.0,25.0,,,10.0,25.0,12.0,,4.0,,10.0,,10.0,41.0,,,,,14.0,41.0,51.0,41.0,10.0,51.0,51,51.0,51.0,37.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,5th Grade,44,27.0,17.0,,,5.0,33.0,6.0,,,,14.0,1.0,11.0,39.0,,,3.0,1.0,11.0,30.0,43.0,33.0,5.0,44.0,44,41.0,43.0,33.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,5th Grade,55,27.0,28.0,,1.0,12.0,25.0,14.0,,2.0,1.0,23.0,,10.0,51.0,,,,1.0,10.0,32.0,55.0,45.0,4.0,55.0,55,55.0,54.0,45.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,AllGrades,339,160.0,179.0,,2.0,31.0,192.0,51.0,2.0,41.0,20.0,113.0,4.0,65.0,271.0,,1.0,22.0,1.0,61.0,226.0,335.0,274.0,68.0,339.0,338,317.0,338.0,278.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,AllGrades,306,135.0,171.0,,,29.0,170.0,50.0,3.0,30.0,24.0,114.0,5.0,47.0,257.0,1.0,1.0,14.0,1.0,68.0,192.0,301.0,259.0,49.0,305.0,305,292.0,305.0,238.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,AllGrades,312,123.0,189.0,,,35.0,170.0,48.0,,39.0,20.0,115.0,4.0,71.0,244.0,1.0,2.0,6.0,1.0,68.0,197.0,308.0,241.0,68.0,311.0,310,306.0,311.0,244.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,AllGrades,333,141.0,192.0,,,39.0,174.0,68.0,,30.0,22.0,129.0,2.0,61.0,258.0,,,17.0,2.0,75.0,204.0,331.0,272.0,75.0,333.0,333,316.0,331.0,258.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,AllGrades,317,141.0,176.0,,2.0,45.0,175.0,63.0,,22.0,10.0,133.0,5.0,49.0,263.0,,,17.0,1.0,67.0,184.0,312.0,268.0,54.0,317.0,317,300.0,316.0,250.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,AllGrades,351,159.0,192.0,,1.0,62.0,195.0,63.0,,17.0,13.0,161.0,5.0,60.0,306.0,1.0,,9.0,2.0,65.0,190.0,346.0,291.0,45.0,350.0,351,342.0,349.0,286.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,Half-day Kindergarten,42,20.0,22.0,,,5.0,18.0,12.0,,4.0,3.0,26.0,,3.0,29.0,,,,,7.0,16.0,42.0,39.0,13.0,42.0,42,42.0,42.0,35.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,Half-day Kindergarten,65,28.0,37.0,,,13.0,40.0,7.0,,2.0,3.0,39.0,,7.0,56.0,,,2.0,,10.0,26.0,65.0,58.0,9.0,65.0,65,63.0,65.0,55.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,Kindergarten,44,24.0,20.0,,1.0,4.0,28.0,2.0,,6.0,3.0,18.0,,6.0,32.0,,,4.0,,5.0,26.0,44.0,38.0,12.0,44.0,44,40.0,44.0,39.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,Kindergarten,44,24.0,20.0,,,3.0,23.0,4.0,,7.0,7.0,20.0,,1.0,37.0,,,2.0,1.0,7.0,24.0,44.0,43.0,7.0,44.0,44,42.0,43.0,37.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,Kindergarten,39,22.0,17.0,,,3.0,20.0,5.0,,7.0,4.0,17.0,1.0,6.0,28.0,,,2.0,,3.0,22.0,38.0,33.0,11.0,39.0,39,37.0,39.0,36.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,Kindergarten,64,26.0,38.0,,,4.0,35.0,9.0,,6.0,10.0,31.0,,12.0,43.0,,,4.0,1.0,8.0,33.0,64.0,52.0,21.0,64.0,64,60.0,63.0,56.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,Kindergarten,2,,2.0,,,1.0,,1.0,,,,1.0,,,1.0,,,1.0,,,1.0,2.0,2.0,1.0,2.0,2,1.0,2.0,2.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,Pre-Kindergarten,34,11.0,23.0,,1.0,3.0,18.0,5.0,,5.0,2.0,,,2.0,18.0,,,,,10.0,34.0,34.0,32.0,16.0,34.0,34,34.0,34.0,24.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,Pre-Kindergarten,27,9.0,18.0,,,4.0,15.0,3.0,,1.0,4.0,2.0,,1.0,18.0,,,2.0,,10.0,25.0,27.0,26.0,9.0,27.0,27,25.0,27.0,17.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,Pre-Kindergarten,28,8.0,20.0,,,5.0,10.0,2.0,,5.0,6.0,3.0,,4.0,16.0,,1.0,,,16.0,25.0,28.0,24.0,12.0,28.0,27,28.0,28.0,12.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,Pre-Kindergarten,31,14.0,17.0,,,3.0,13.0,8.0,,2.0,5.0,4.0,,1.0,17.0,,,3.0,,14.0,27.0,31.0,30.0,14.0,31.0,31,28.0,31.0,17.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,Pre-Kindergarten,26,13.0,13.0,,,2.0,9.0,10.0,,4.0,1.0,5.0,1.0,1.0,17.0,,,1.0,,7.0,21.0,25.0,25.0,9.0,26.0,26,25.0,26.0,19.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2307.0,Bailey Gatzert Elementary School,101081.0,P,Pre-Kindergarten,12,4.0,8.0,,,,3.0,5.0,,1.0,3.0,,1.0,,8.0,,,1.0,,8.0,12.0,11.0,12.0,4.0,12.0,12,11.0,12.0,4.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2220.0,Ballard High School,101071.0,P,10th Grade,437,199.0,238.0,,1.0,21.0,16.0,33.0,,37.0,329.0,8.0,,4.0,38.0,1.0,1.0,10.0,41.0,47.0,429.0,437.0,433.0,399.0,436.0,436,427.0,396.0,390.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2220.0,Ballard High School,101071.0,P,10th Grade,509,234.0,275.0,,2.0,31.0,14.0,44.0,2.0,35.0,381.0,13.0,,5.0,58.0,2.0,1.0,14.0,55.0,62.0,496.0,509.0,504.0,451.0,507.0,508,495.0,454.0,447.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2220.0,Ballard High School,101071.0,P,10th Grade,495,241.0,254.0,,2.0,38.0,13.0,38.0,,29.0,375.0,15.0,,6.0,62.0,1.0,3.0,3.0,43.0,48.0,480.0,495.0,489.0,433.0,494.0,492,492.0,452.0,447.0,02/11/2020 12:00:00 AM
